Country/Territory,Coverage (age/grade),Drug Group,Lifetime,Notes,Past Month,Past Year,Region,Source,Subregion,Year of Estimate
Estonia,"(SS) 6, 8, 12 grades",Ecstasy,0.8, ,,,EUROPE,ARQ,Western and Central Europe,2013
Finland,15- 16,Ecstasy,2, ,,,EUROPE,ARQ,Western and Central Europe,2013
Germany,(SS) 15-18,Ecstasy,4, ,1,,EUROPE,ARQ,Western and Central Europe,2013
Italy,(SS) 15 - 19,Ecstasy,0.81, ,0.29,0.53,EUROPE,ARQ,Western and Central Europe,2013
Latvia,15 - 16,Ecstasy,2.43, ,,,EUROPE,ARQ,Western and Central Europe,2013
Poland,(SS) 15 - 16,Ecstasy,2.6, ,1,1.4,EUROPE,ARQ,Western and Central Europe,2013
United Kingdom (England),15,Ecstasy,2.1, ,1.2,1.8,EUROPE,ARQ,Western and Central Europe,2013
United Kingdom (Scotland),(SS) 15,Ecstasy,2, ,1,2,EUROPE,Government,Western and Central Europe,2013
France,17,Ecstasy,3.8, ,,2.1,EUROPE,ARQ,Western and Central Europe,2014
Germany,(SS) 15 - 18,Ecstasy,5, ,1,,EUROPE,ARQ,Western and Central Europe,2014
Netherlands,(SS) 15 - 16,Ecstasy,2.6, ,0.9,,EUROPE,ARQ,Western and Central Europe,2014
Spain,14 - 18,Ecstasy,1.2, ,0.4,0.9,EUROPE,ARQ,Western and Central Europe,2014
Sweden,(SS) 15 - 16,Ecstasy,0.5, ,,,EUROPE,ARQ,Western and Central Europe,2014
Sweden,(SS) 15 - 16,Ecstasy,0.7, ,,,EUROPE,ARQ,Western and Central Europe,2014
Switzerland,(SS) 15 - 16,Ecstasy,0.9, ,,,EUROPE,ARQ,Western and Central Europe,2014
Switzerland,(SS) 15 - 16,Ecstasy,1.9, ,,,EUROPE,ARQ,Western and Central Europe,2014
United Kingdom (England),(SS)15,Ecstasy,2.7, ,1.3,2.4,EUROPE,ARQ,Western and Central Europe,2014
Republic of Moldova,(SS) 15 - 16,Ecstasy,1, ,,,EUROPE,ESPAD,Eastern Europe,2015
Montenegro,(SS) 16,Ecstasy,3, ,,2,EUROPE,ARQ,South-Eastern Europe,2015
Romania,(SS) 15 - 16,Ecstasy,2.1, ,1,1.4,EUROPE,ARQ,South-Eastern Europe,2015
Albania,(SS) 15 - 16,Ecstasy,2.7, ,,2.2,EUROPE,ARQ / ESPAD,South-Eastern Europe,2015
Bulgaria,(SS) 15 - 16,Ecstasy,7.1, ,,6,EUROPE,ARQ / ESPAD,South-Eastern Europe,2015
Croatia,(SS) 15 - 16,Ecstasy,2, ,,,EUROPE,ESPAD,South-Eastern Europe,2015
The former Yugoslav Republic of Macedonia,(SS) 15 - 16,Ecstasy,2, ,,,EUROPE,ESPAD,South-Eastern Europe,2015
Germany,(SS) 15 - 16,Ecstasy,7,Region Frankfurt am Main,3,0.5,EUROPE,ARQ,Western and Central Europe,2015
Ireland,(SS) 15 - 16,Ecstasy,3.1, ,,2.1,EUROPE,ARQ,Western and Central Europe,2015
Italy,(SS) 15 - 19,Ecstasy,3.3, ,1.4,2.4,EUROPE,ARQ,Western and Central Europe,2015
Latvia,(SS) 19,Ecstasy,2.7, ,,1.2,EUROPE,ARQ,Western and Central Europe,2015
Liechtenstein,(SS) 15 - 16,Ecstasy,1.8, ,,,EUROPE,ARQ,Western and Central Europe,2015
Lithuania,(SS) 15 - 16,Ecstasy,1.8, ,,0.9,EUROPE,ARQ,Western and Central Europe,2015
Portugal,(SS) 15-16,Ecstasy,2, ,0.8,1.6,EUROPE,ARQ,Western and Central Europe,2015
Slovakia,(SS) 15 - 16,Ecstasy,3.9, ,,2.2,EUROPE,ARQ,Western and Central Europe,2015
Sweden,(SS) 15 - 16,Ecstasy,0.4, ,,,EUROPE,ARQ,Western and Central Europe,2015
Sweden,(SS) 15 - 16,Ecstasy,0.9, ,,,EUROPE,ARQ,Western and Central Europe,2015
Finland,(SS)  15  - 16,Ecstasy,1, ,,,EUROPE,ARQ (ESPAD),Western and Central Europe,2015
Austria,(SS) 15 - 16,Ecstasy,2, ,,1.4,EUROPE,ARQ / ESPAD,Western and Central Europe,2015
Czechia,(SS) 15 - 16,Ecstasy,2.7, ,0.6,1.7,EUROPE,ARQ / ESPAD,Western and Central Europe,2015
Denmark,(SS) 15 - 16,Ecstasy,0.5, ,,,EUROPE,ARQ / ESPAD,Western and Central Europe,2015
Malta,(SS) 15 - 16,Ecstasy,2, ,,1.5,EUROPE,ARQ / ESPAD,Western and Central Europe,2015
Netherlands,(SS) 12 - 16,Ecstasy,1.9, ,0.6,1.5,EUROPE,ARQ / ESPAD,Western and Central Europe,2015
Latvia,(SS)15-16,Ecstasy,2.7, ,,1.2,EUROPE,ARQ/Govt.,Western and Central Europe,2015
Belgium,(SS) 15 - 16,Ecstasy,3, ,,,EUROPE,ESPAD,Western and Central Europe,2015
Cyprus,(SS) 15 - 16,Ecstasy,3, ,,,EUROPE,ESPAD,Western and Central Europe,2015
Estonia,(SS) 15 - 16,Ecstasy,3, ,,,EUROPE,ESPAD,Western and Central Europe,2015
Faroe Islands,(SS) 15 - 16,Ecstasy,0, ,,,EUROPE,ESPAD,Western and Central Europe,2015
France,(SS) 15 - 16,Ecstasy,2, ,,,EUROPE,ESPAD,Western and Central Europe,2015
Greece,(SS) 15 - 16,Ecstasy,1.25, ,,1.11,EUROPE,ESPAD,Western and Central Europe,2015
Hungary,(SS) 15 - 16,Ecstasy,3.6, ,,2.1,EUROPE,ESPAD,Western and Central Europe,2015
Iceland,(SS) 15 - 16,Ecstasy,2, ,,,EUROPE,ESPAD,Western and Central Europe,2015
Monaco,(SS) 15 - 16,Ecstasy,2, ,,,EUROPE,ESPAD,Western and Central Europe,2015
Norway,(SS) 15 - 16,Ecstasy,1, ,,,EUROPE,ESPAD,Western and Central Europe,2015
Poland,(SS) 15 - 16,Ecstasy,3, ,,,EUROPE,ESPAD,Western and Central Europe,2015
Slovenia,(SS) 15 - 16,Ecstasy,2, ,,,EUROPE,ESPAD,Western and Central Europe,2015
United Kingdom (Scotland),(SS) 15,Ecstasy,5, ,3,,EUROPE,Government,Western and Central Europe,2015
Cyprus,(SS) 15 - 34,Ecstasy,1.5, ,0.1,0.1,EUROPE,ARQ,Western and Central Europe,2016
Italy,(SS) 15 - 19,Ecstasy,3.04, ,1.32,2.1,EUROPE,ARQ,Western and Central Europe,2016
Poland,(SS) 15 - 16,Ecstasy,3.9, ,0.9,1.9,EUROPE,ARQ,Western and Central Europe,2016
Sweden,(SS) 15 - 16,Ecstasy,0.6, ,,,EUROPE,ARQ,Western and Central Europe,2016
United Kingdom (Scotland),(SS) 13 & 15,Ecstasy,2.1, ,1.3,2,EUROPE,Government/Scottish Schools Adolescent Lifestyle and Substance Use Survey (SALSUS),Western and Central Europe,2016
United Kingdom (Scotland),(SS) 13 & 15,Ecstasy,3, ,1.6,2.7,EUROPE,Government/Scottish Schools Adolescent Lifestyle and Substance Use Survey (SALSUS),Western and Central Europe,2016
Liechtenstein,12 - 19,Tranquillizers and Sedatives,1.1,Barbiturates,,1.8,EUROPE,,Western and Central Europe,2005
Austria,14 - 17,Tranquillizers and Sedatives,2.6, ,,,EUROPE,,Western and Central Europe,2007
Cyprus,16 - 16,Tranquillizers and Sedatives,7, ,,,EUROPE,,Western and Central Europe,2007
Czechia,16 - 16,Tranquillizers and Sedatives,9.1, ,,,EUROPE,,Western and Central Europe,2007
Estonia,15 - 16,Tranquillizers and Sedatives,7.1, ,,,EUROPE,,Western and Central Europe,2007
Finland,15 - 16,Tranquillizers and Sedatives,5, ,,,EUROPE,,Western and Central Europe,2007
Malta,15 - 16,Tranquillizers and Sedatives,4.7, ,,11.1,EUROPE,,Western and Central Europe,2007
Netherlands,12 - 18,Tranquillizers and Sedatives,0.6,GHB,,,EUROPE,,Western and Central Europe,2007
Slovenia,15 - 16,Tranquillizers and Sedatives,5.2, ,,,EUROPE,,Western and Central Europe,2007
Slovenia,15 - 16,Tranquillizers and Sedatives,0.6,GHB,,,EUROPE,,Western and Central Europe,2007
Germany,(SS) 15-16,Tranquillizers and Sedatives,2.2,GHB. Select regions,,,EUROPE,ESPAD,Western and Central Europe,2007
Bulgaria,14 - 19,Tranquillizers and Sedatives,15.9, ,6.4,10.5,EUROPE,,South-Eastern Europe,2008
Bulgaria,14 - 19,Tranquillizers and Sedatives,12.7,Barbiturates,5.3,8.4,EUROPE,,South-Eastern Europe,2008
Bulgaria,14 - 19,Tranquillizers and Sedatives,11.8,Benzodiazepines,4.2,7.4,EUROPE,,South-Eastern Europe,2008
Republic of Moldova,15 - 16,Tranquillizers and Sedatives,1.6, ,,,EUROPE,,Eastern Europe,2010
Greece,15 - 16,Tranquillizers and Sedatives,3, ,,,EUROPE,,Western and Central Europe,2010
Italy,15 - 16,Tranquillizers and Sedatives,4, ,1.2,2.2,EUROPE,,Western and Central Europe,2010
Netherlands,12 - 18,Tranquillizers and Sedatives,0.5,GHB,0.1,,EUROPE,,Western and Central Europe,2010
Poland,18 - 19,Tranquillizers and Sedatives,20, ,4,10,EUROPE,,Western and Central Europe,2010
Poland,18 - 19,Tranquillizers and Sedatives,11,Other sedatives and tranquillizers,1,7,EUROPE,,Western and Central Europe,2010
Slovakia,15 - 16,Tranquillizers and Sedatives,9.5,Benzodiazepines,2.7,3.7,EUROPE,,Western and Central Europe,2010
Spain,14 - 18,Tranquillizers and Sedatives,1.2,GHB,0.5,0.7,EUROPE,,Western and Central Europe,2010
Spain,14 - 18,Tranquillizers and Sedatives,10.4, ,3,5.6,EUROPE,ARQ,Western and Central Europe,2010
United Kingdom (England),15,Tranquillizers and Sedatives,0.4, ,0.1,0.2,EUROPE,ARQ,Western and Central Europe,2010
Republic of Moldova,16 - 16,Tranquillizers and Sedatives,2.4, ,,,EUROPE,ARQ,Eastern Europe,2011
Republic of Moldova,15 - 16,Tranquillizers and Sedatives,5, ,,,EUROPE,ESPAD,Eastern Europe,2011
Romania,15 - 16,Tranquillizers and Sedatives,3.1, ,,,EUROPE,,South-Eastern Europe,2011
Turkey,15-16,Tranquillizers and Sedatives,4.3, ,0.7,0.8,EUROPE,,South-Eastern Europe,2011
Bosnia and Herzegovina,15 - 16,Tranquillizers and Sedatives,4.21,Benzodiazepines,,,EUROPE,ARQ,South-Eastern Europe,2011
Romania,15 -16,Tranquillizers and Sedatives,0.9,GHB,,,EUROPE,ARQ,South-Eastern Europe,2011
Bulgaria,15 -16,Tranquillizers and Sedatives,4.2, ,,,EUROPE,ESPAD,South-Eastern Europe,2011
Montenegro,15,Tranquillizers and Sedatives,4.9,Benzodiazepines,,,EUROPE,ESPAD,South-Eastern Europe,2011
Serbia,15 - 16,Tranquillizers and Sedatives,7.5, ,,,EUROPE,ESPAD,South-Eastern Europe,2011
Latvia,15 - 16,Tranquillizers and Sedatives,2.1,GHB,,,EUROPE,,Western and Central Europe,2011
Czechia,15 - 16,Tranquillizers and Sedatives,10.1, ,,,EUROPE,ARQ,Western and Central Europe,2011
Estonia,15 - 19,Tranquillizers and Sedatives,8.1, ,,,EUROPE,ARQ,Western and Central Europe,2011
Finland,15 - 16,Tranquillizers and Sedatives,7, ,,,EUROPE,ARQ,Western and Central Europe,2011
Iceland,15 - 16,Tranquillizers and Sedatives,8, ,,,EUROPE,ARQ,Western and Central Europe,2011
Ireland,15 - 16,Tranquillizers and Sedatives,3, ,,,EUROPE,ARQ,Western and Central Europe,2011
Liechtenstein,15 - 16,Tranquillizers and Sedatives,2, ,,,EUROPE,ARQ,Western and Central Europe,2011
Lithuania,15 - 16,Tranquillizers and Sedatives,13.1, ,,,EUROPE,ARQ,Western and Central Europe,2011
Slovenia,15 - 16,Tranquillizers and Sedatives,5, ,,,EUROPE,ARQ,Western and Central Europe,2011
Slovenia,15 - 16,Tranquillizers and Sedatives,1,GHB,,,EUROPE,ARQ,Western and Central Europe,2011
United Kingdom (England),15,Tranquillizers and Sedatives,1.4, ,0.6,1.1,EUROPE,ARQ,Western and Central Europe,2011
Cyprus,15 - 16,Tranquillizers and Sedatives,10, ,,,EUROPE,ESPAD,Western and Central Europe,2011
Latvia,15 - 16,Tranquillizers and Sedatives,4.2, ,,,EUROPE,ESPAD,Western and Central Europe,2011
Malta,15 - 16,Tranquillizers and Sedatives,3, ,,,EUROPE,ESPAD,Western and Central Europe,2011
Norway,15 - 16,Tranquillizers and Sedatives,4, ,,,EUROPE,ESPAD,Western and Central Europe,2011
Portugal,15 - 16,Tranquillizers and Sedatives,7, ,,,EUROPE,ESPAD,Western and Central Europe,2011
Poland,15 - 16,Tranquillizers and Sedatives,1.2,GHB,,,EUROPE,,Western and Central Europe,2012
Cyprus,15 - 24,Tranquillizers and Sedatives,, ,0.7,1.2,EUROPE,ARQ,Western and Central Europe,2012
Germany,(SS) 15-18,Tranquillizers and Sedatives,2,GHB.  Region Frankfurt am Main,,,EUROPE,ARQ,Western and Central Europe,2012
Greece,15 - 16,Tranquillizers and Sedatives,9.3, ,,,EUROPE,ARQ,Western and Central Europe,2012
Italy,15 - 19,Tranquillizers and Sedatives,1.57, ,0.67,1.05,EUROPE,ARQ,Western and Central Europe,2012
Poland,15 - 16,Tranquillizers and Sedatives,15.5, ,,,EUROPE,ARQ,Western and Central Europe,2012
Spain,14 - 18,Tranquillizers and Sedatives,8.9, ,3.4,5.8,EUROPE,ARQ,Western and Central Europe,2012
Spain,14 - 18,Tranquillizers and Sedatives,1.3,GHB,0.7,1,EUROPE,ARQ,Western and Central Europe,2012
United Kingdom (England),15,Tranquillizers and Sedatives,0.7, ,0.3,0.6,EUROPE,ARQ,Western and Central Europe,2012
Republic of Moldova,14 - 17,Tranquillizers and Sedatives,, ,,0.35,EUROPE,ARQ,Eastern Europe,2013
Bulgaria,15 - 19,Tranquillizers and Sedatives,12.2, ,4.7,9,EUROPE,ARQ,South-Eastern Europe,2013
Bulgaria,15 - 19,Tranquillizers and Sedatives,10.4,Barbiturates,3.3,7.1,EUROPE,ARQ,South-Eastern Europe,2013
Bulgaria,15 - 19,Tranquillizers and Sedatives,5.4,Benzodiazepines,2.3,4.1,EUROPE,ARQ,South-Eastern Europe,2013
Estonia,"(SS) 6, 8, 12 grades",Tranquillizers and Sedatives,1,Barbiturates,,,EUROPE,ARQ,Western and Central Europe,2013
Estonia,"(SS) 6, 8, 12 grades",Tranquillizers and Sedatives,1,Benzodiazepines,,,EUROPE,ARQ,Western and Central Europe,2013
Finland,15 - 16,Tranquillizers and Sedatives,6, ,,,EUROPE,ARQ,Western and Central Europe,2013
Italy,15 - 19,Tranquillizers and Sedatives,2.45, ,0.78,1.35,EUROPE,ARQ,Western and Central Europe,2013
Poland,15 - 16,Tranquillizers and Sedatives,19.7, ,5.1,11,EUROPE,ARQ,Western and Central Europe,2013
Poland,15 - 16,Tranquillizers and Sedatives,1.3,GHB,0.7,0.7,EUROPE,ARQ,Western and Central Europe,2013
United Kingdom (England),15,Tranquillizers and Sedatives,0.8, ,0.4,0.6,EUROPE,ARQ,Western and Central Europe,2013
United Kingdom (Scotland),(SS) 15,Tranquillizers and Sedatives,1, ,1,1,EUROPE,Govt.,Western and Central Europe,2013
Republic of Moldova,15 - 35,Tranquillizers and Sedatives,, ,,0.1,EUROPE,ARQ,Eastern Europe,2014
France,17,Tranquillizers and Sedatives,15.8,Urban areas (excluding overseas departments),,,EUROPE,ARQ,Western and Central Europe,2014
Germany,(SS) 15-18,Tranquillizers and Sedatives,1,GHB.  Region Frankfurt am Main,,,EUROPE,ARQ,Western and Central Europe,2014
Spain,14 - 18,Tranquillizers and Sedatives,7.8, ,3,5.3,EUROPE,ARQ,Western and Central Europe,2014
Spain,14 - 18,Tranquillizers and Sedatives,1,GHB,0.4,0.7,EUROPE,ARQ,Western and Central Europe,2014
Sweden,(SS)15-16,Tranquillizers and Sedatives,4.8,Female,1.5,3.5,EUROPE,ARQ,Western and Central Europe,2014
Sweden,(SS)15-16,Tranquillizers and Sedatives,0.3,GBL. Female,,,EUROPE,ARQ,Western and Central Europe,2014
Sweden,(SS)15-16,Tranquillizers and Sedatives,0.3,GBL. Male,,,EUROPE,ARQ,Western and Central Europe,2014
Sweden,(SS)15-16,Tranquillizers and Sedatives,3.1,Male,1.2,2.4,EUROPE,ARQ,Western and Central Europe,2014
Switzerland,(SS)15-16,Tranquillizers and Sedatives,2.8,Female,,,EUROPE,ARQ,Western and Central Europe,2014
Switzerland,(SS)15-16,Tranquillizers and Sedatives,2.9,MAle,,,EUROPE,ARQ,Western and Central Europe,2014
United Kingdom (England),15,Tranquillizers and Sedatives,0.5, ,0,0.4,EUROPE,ARQ,Western and Central Europe,2014
Republic of Moldova,16 -17,Tranquillizers and Sedatives,, ,,0,EUROPE,ARQ,Eastern Europe,2015
Republic of Moldova,(SS) 15 - 16,Tranquillizers and Sedatives,0,GHB,,,EUROPE,ESPAD,Eastern Europe,2015
Republic of Moldova,(SS) 15 - 16,Tranquillizers and Sedatives,1,GHB,,,EUROPE,ESPAD,Eastern Europe,2015
Montenegro,(SS) 16,Tranquillizers and Sedatives,10, ,,,EUROPE,ARQ,South-Eastern Europe,2015
Romania,(SS) 15-16,Tranquillizers and Sedatives,2, ,,,EUROPE,ARQ,South-Eastern Europe,2015
Romania,(SS) 15-16,Tranquillizers and Sedatives,1.1,GHB,,,EUROPE,ARQ,South-Eastern Europe,2015
Albania,(SS) 15 - 16,Tranquillizers and Sedatives,7.6, ,,,EUROPE,ARQ / ESPAD,South-Eastern Europe,2015
Bulgaria,(SS) 15 - 16,Tranquillizers and Sedatives,5.1, ,,,EUROPE,ARQ / ESPAD,South-Eastern Europe,2015
Albania,(SS) 15 - 16,Tranquillizers and Sedatives,1,GHB,,,EUROPE,ESPAD,South-Eastern Europe,2015
Bulgaria,(SS) 15 - 16,Tranquillizers and Sedatives,3,GHB,,,EUROPE,ESPAD,South-Eastern Europe,2015
Croatia,(SS) 15 - 16,Tranquillizers and Sedatives,1,GHB,,,EUROPE,ESPAD,South-Eastern Europe,2015
Montenegro,(SS) 15 - 16,Tranquillizers and Sedatives,2,GHB,,,EUROPE,ESPAD,South-Eastern Europe,2015
The former Yugoslav Republic of Macedonia,(SS) 15 - 16,Tranquillizers and Sedatives,1,GHB,,,EUROPE,ESPAD,South-Eastern Europe,2015
Finland,(SS)  15 - 16,Tranquillizers and Sedatives,6, ,,,EUROPE,ARQ,Western and Central Europe,2015
Germany,(SS) 15 - 18,Tranquillizers and Sedatives,1,GHB.  Region Frankfurt am Main,,,EUROPE,ARQ,Western and Central Europe,2015
Italy,15 - 19,Tranquillizers and Sedatives,14, ,4.2,7.2,EUROPE,ARQ,Western and Central Europe,2015
Italy,15 - 19,Tranquillizers and Sedatives,0.8,GHB,0.5,0.7,EUROPE,ARQ,Western and Central Europe,2015
Latvia,(SS) 19,Tranquillizers and Sedatives,5.1, ,,,EUROPE,ARQ,Western and Central Europe,2015
Latvia,(SS)15-16,Tranquillizers and Sedatives,1.1,GHB,,,EUROPE,ARQ,Western and Central Europe,2015
Liechtenstein,(SS)15-16,Tranquillizers and Sedatives,2.7, ,,,EUROPE,ARQ,Western and Central Europe,2015
Liechtenstein,(SS)15-16,Tranquillizers and Sedatives,2.7,Benzodiazepines,,,EUROPE,ARQ,Western and Central Europe,2015
Lithuania,(SS)15-16,Tranquillizers and Sedatives,8.9, ,,,EUROPE,ARQ,Western and Central Europe,2015
Portugal,(SS) 15-16,Tranquillizers and Sedatives,5, ,,,EUROPE,ARQ,Western and Central Europe,2015
Slovakia,(SS)15-16,Tranquillizers and Sedatives,9.7, ,,,EUROPE,ARQ,Western and Central Europe,2015
Sweden,(SS)15-16,Tranquillizers and Sedatives,3.6,Female,1,2.7,EUROPE,ARQ,Western and Central Europe,2015
Sweden,(SS)15-16,Tranquillizers and Sedatives,2.4,Male,0.8,1.8,EUROPE,ARQ,Western and Central Europe,2015
Austria,(SS) 15 - 16,Tranquillizers and Sedatives,4.3,Sedatives and tranquillizers,,,EUROPE,ARQ / ESPAD,Western and Central Europe,2015
Hungary,(SS)15-16,Tranquillizers and Sedatives,9, ,,,EUROPE,ARQ / ESPAD,Western and Central Europe,2015
Hungary,(SS)15-16,Tranquillizers and Sedatives,1.1,GHB,,,EUROPE,ARQ / ESPAD,Western and Central Europe,2015
Malta,(SS) 15 - 16,Tranquillizers and Sedatives,2.9, ,,,EUROPE,ARQ / ESPAD,Western and Central Europe,2015
Netherlands,(SS) 12 - 16,Tranquillizers and Sedatives,0.4,GHB,,0.2,EUROPE,ARQ / ESPAD,Western and Central Europe,2015
Norway,(SS) 15 - 16,Tranquillizers and Sedatives,6, ,,,EUROPE,ARQ / ESPAD,Western and Central Europe,2015
Austria,(SS) 15 - 16,Tranquillizers and Sedatives,1,GHB,,,EUROPE,ESPAD,Western and Central Europe,2015
Belgium,(SS) 15 - 16,Tranquillizers and Sedatives,1,GHB,,,EUROPE,ESPAD,Western and Central Europe,2015
Cyprus,(SS)  15 - 16,Tranquillizers and Sedatives,2,GHB,,,EUROPE,ESPAD,Western and Central Europe,2015
Czechia,(SS) 15 - 16,Tranquillizers and Sedatives,0,GHB,,,EUROPE,ESPAD,Western and Central Europe,2015
Denmark,(SS) 15 - 16,Tranquillizers and Sedatives,0,GHB,,,EUROPE,ESPAD,Western and Central Europe,2015
Estonia,(SS) 15 - 16,Tranquillizers and Sedatives,1,GHB,,,EUROPE,ESPAD,Western and Central Europe,2015
Faroe Islands,(SS) 15 - 16,Tranquillizers and Sedatives,0,GHB,,,EUROPE,ESPAD,Western and Central Europe,2015
France,(SS) 15 - 16,Tranquillizers and Sedatives,1,GHB,,,EUROPE,ESPAD,Western and Central Europe,2015
Greece,(SS) 15 - 16,Tranquillizers and Sedatives,0,GHB,,,EUROPE,ESPAD,Western and Central Europe,2015
Greece,(SS)15-16,Tranquillizers and Sedatives,4.17, ,,,EUROPE,ESPAD,Western and Central Europe,2015
Iceland,(SS) 15 - 16,Tranquillizers and Sedatives,0,GHB,,,EUROPE,ESPAD,Western and Central Europe,2015
Ireland,(SS) 15 - 16,Tranquillizers and Sedatives,1,GHB,,,EUROPE,ESPAD,Western and Central Europe,2015
Liechtenstein,(SS) 15 - 16,Tranquillizers and Sedatives,1,GHB,,,EUROPE,ESPAD,Western and Central Europe,2015
Lithuania,(SS) 15 - 16,Tranquillizers and Sedatives,1,GHB,,,EUROPE,ESPAD,Western and Central Europe,2015
Malta,(SS) 15 - 16,Tranquillizers and Sedatives,0,GHB,,,EUROPE,ESPAD,Western and Central Europe,2015
Monaco,(SS) 15 - 16,Tranquillizers and Sedatives,1,GHB,,,EUROPE,ESPAD,Western and Central Europe,2015
Poland,(SS) 15 - 16,Tranquillizers and Sedatives,2,GHB,,,EUROPE,ESPAD,Western and Central Europe,2015
Portugal,(SS) 15 - 16,Tranquillizers and Sedatives,1,GHB,,,EUROPE,ESPAD,Western and Central Europe,2015
Slovakia,(SS) 15 - 16,Tranquillizers and Sedatives,2,GHB,,,EUROPE,ESPAD,Western and Central Europe,2015
Slovenia,(SS) 15 - 16,Tranquillizers and Sedatives,0,GHB,,,EUROPE,ESPAD,Western and Central Europe,2015
Cyprus,(SS) 15 - 16,Tranquillizers and Sedatives,, ,1.2,4,EUROPE,ARQ,Western and Central Europe,2016
Italy,(SS) 15 - 19,Tranquillizers and Sedatives,3.14, ,4.12,6.88,EUROPE,ARQ,Western and Central Europe,2016
Italy,(SS) 15 - 19,Tranquillizers and Sedatives,0.88,GHB,0.63,0.7,EUROPE,ARQ,Western and Central Europe,2016
Sweden,(SS) 15 - 16,Tranquillizers and Sedatives,0.4, ,,,EUROPE,ARQ,Western and Central Europe,2016
Sweden,(SS) 15 - 16,Tranquillizers and Sedatives,0.1,GHB,,,EUROPE,ARQ,Western and Central Europe,2016
United Kingdom (Scotland),(SS) 13 & 15,Tranquillizers and Sedatives,1.2, ,0.7,1,EUROPE,Government/Scottish Schools Adolescent Lifestyle and Substance Use Survey (SALSUS),Western and Central Europe,2016
United Kingdom (Scotland),(SS) 13 & 15,Tranquillizers and Sedatives,0.9,GHB/GBL,0.6,0.7,EUROPE,Government/Scottish Schools Adolescent Lifestyle and Substance Use Survey (SALSUS),Western and Central Europe,2016
Australia,12 - 17,Amphetamines,1,Methamphetamine,,0.6,OCEANIA,ARQ,Australia and New Zealand,2007
New Zealand,13 - 17,Amphetamines,1.2,Methamphetamine,,,OCEANIA,ARQ,Australia and New Zealand,2007
Guam,(SS) Grades 9 - 12,Amphetamines,5.9,Youth Risk Behavior Survey/ methamphetamine,,,OCEANIA,Govt.,Micronesia,2007
Marshall Islands,(SS) Grades 9 - 12,Amphetamines,13.1,Youth Risk Behavior Survey/ methamphetamine,,,OCEANIA,Govt.,Micronesia,2007
Northern Mariana Islands,(SS) Grades 9 - 12,Amphetamines,4.9,Youth Risk Behavior Survey/ methamphetamine,,,OCEANIA,Govt.,Micronesia,2007
Palau,(SS) Grades 9 - 12,Amphetamines,7.1,Youth Risk Behavior Survey/ methamphetamine,,,OCEANIA,Govt.,Micronesia,2007
American Samoa,(SS) Grades 9 - 12,Amphetamines,5.7,Youth Risk Behavior Survey/ methamphetamine,,,OCEANIA,Govt.,Polynesia,2007
New Zealand,Youth 16-17,Amphetamines,2.15,Household survey,,1.4,OCEANIA,Govt.,Australia and New Zealand,2008
Australia,14 - 19,Amphetamines,2.4,Non-specified ATS,0.6,1.6,OCEANIA,ARQ,Australia and New Zealand,2010
Australia,14-19,Amphetamines,2.3,Amphetamines,0.8,2,OCEANIA,ARQ,Australia and New Zealand,2013
New Zealand,16-24,Amphetamines,,Household survey,,1.8,OCEANIA,Govt.,Australia and New Zealand,2014
New Zealand,16-24,Amphetamines,,Household survey,,1.3,OCEANIA,Govt.,Australia and New Zealand,2015
Australia,14 - 19,Amphetamines,2.3,"Meth-amphetamines / 2016 annual prevalence, 2013 lifetime and past 30 day prevalence",0.8,0.8,OCEANIA,ARQ,Australia and New Zealand,2016
Australia,12 - 17,Cocaine-type,0.8,"Cocaine, any (HCl and/ or Crack)",,0.4,OCEANIA,ARQ,Australia and New Zealand,2007
Guam,(SS) Grades 9 - 12,Cocaine-type,4.6,Youth Risk Behavior Survey,2,,OCEANIA,Govt.,Micronesia,2007
Marshall Islands,(SS) Grades 9 - 12,Cocaine-type,7.7,Youth Risk Behavior Survey,5.3,,OCEANIA,Govt.,Micronesia,2007
Northern Mariana Islands,(SS) Grades 9 - 12,Cocaine-type,4.7,Youth Risk Behavior Survey,2.9,,OCEANIA,Govt.,Micronesia,2007
Palau,(SS) Grades 9 - 12,Cocaine-type,5.9,Youth Risk Behavior Survey,3.5,,OCEANIA,Govt.,Micronesia,2007
American Samoa,(SS) Grades 9 - 12,Cocaine-type,5.4,Youth Risk Behavior Survey,3,,OCEANIA,Govt.,Polynesia,2007
New Zealand,Youth 16 - 17,Cocaine-type,0.1,Household survey,,0.1,OCEANIA,Govt.,Australia and New Zealand,2008
Australia,14 - 19,Cocaine-type,2.1, ,0.7,1.3,OCEANIA,ARQ,Australia and New Zealand,2010
Australia,14-19,Cocaine-type,2.1, ,0.3,1.1,OCEANIA,ARQ,Australia and New Zealand,2013
Australia,14 - 19,Cocaine-type,2.1,"2016 annual prevalence, 2013 lifetime and past 30 day prevalence",0.3,1,OCEANIA,ARQ,Australia and New Zealand,2016
Australia,12 - 17,Ecstasy,2.2, ,,2,OCEANIA,ARQ,Australia and New Zealand,2007
Guam,(SS) Grades 9 - 12,Ecstasy,5.8, ,,,OCEANIA,Govt.,Micronesia,2007
Marshall Islands,(SS) Grades 9 - 12,Ecstasy,13.1, ,,,OCEANIA,Govt.,Micronesia,2007
Northern Mariana Islands,(SS) Grades 9 - 12,Ecstasy,4.7, ,,,OCEANIA,Govt.,Micronesia,2007
